model,fold,fold_size,feature,importance
Random Forest,4,22,Aggregatibacter,0.0007743221218645276
Random Forest,4,22,Gordonia,8.91287530961933e-06
Random Forest,4,22,Rhodococcus,5.383537127121934e-05
Random Forest,4,22,Fusobacterium,0.00875552728478079
Random Forest,4,22,Anaerococcus,0.000769205910265524
Random Forest,4,22,Marmoricola,0.0
Random Forest,4,22,Basfia,0.0
Random Forest,4,22,Peptoniphilus,0.0018658352813812802
Random Forest,4,22,Cellulomonas,0.0713412302034497
Random Forest,4,22,Scardovia,0.011679913393101423
Random Forest,4,22,Stenotrophobacter,6.685749789927299e-06
Random Forest,4,22,Prevotella,0.03821698013589993
Random Forest,4,22,Leptotrichia,0.013439305641260797
Random Forest,4,22,Bergeriella,0.0018389991310263996
Random Forest,4,22,Aureimonas,8.065468359646607e-05
Random Forest,4,22,Marseilla,1.999797536534151e-05
Random Forest,4,22,Fimbriiglobus,7.508501492227482e-05
Random Forest,4,22,Roseomonas,0.0001116785361261989
Random Forest,4,22,Aliarcobacter,1.4803275742803882e-05
Random Forest,4,22,Craurococcus,0.0001295078409659979
Random Forest,4,22,Capnocytophaga,0.0048748223461352585
Random Forest,4,22,Anaerosinus,2.246132994946402e-06
Random Forest,4,22,Parvimonas,0.011760023759578324
Random Forest,4,22,Howardella,0.0018268830358187133
Random Forest,4,22,Fudania,0.00023544268112998815
Random Forest,4,22,Peptoanaerobacter,0.0001626204359159167
Random Forest,4,22,Rhizobium,0.0037841362071935696
Random Forest,4,22,Mannheimia,3.375649509909556e-05
Random Forest,4,22,Cryptobacterium,0.0001591929010180509
Random Forest,4,22,Dolosigranulum,0.002389654578853847
Random Forest,4,22,Pseudescherichia,0.0
Random Forest,5,123,mediumBAL,0.0
Random Forest,5,123,mediumNPS,0.0
Random Forest,5,123,mediumSputum,0.00010031390518688903
Random Forest,5,123,mediumTS,0.00012408532069565652
Random Forest,5,123,adult_pediatric,5.9188532468535657e-05
Random Forest,5,123,continent,3.6450080586877014e-05
Random Forest,5,123,sex,0.0015565964424885757
Random Forest,5,123,Veillonella,0.01348196896803073
Random Forest,5,123,Alloprevotella,0.0020459520660401987
Random Forest,5,123,Dietzia,0.023613430442794143
Random Forest,5,123,Varibaculum,4.940647394675599e-05
Random Forest,5,123,Fannyhessea,0.0005088874077447356
Random Forest,5,123,Selenomonas,0.0034900761468231126
Random Forest,5,123,Granulicatella,0.009145131748722947
Random Forest,5,123,Lawsonella,0.0010973174189412693
Random Forest,5,123,Olsenella,0.0003250471993589176
Random Forest,5,123,Stomatobaculum,0.006921563635150846
Random Forest,5,123,Janibacter,0.0347229920414631
Random Forest,5,123,Haemophilus,0.013103057530367527
Random Forest,5,123,Actinobacillus,0.000918010849566971
Random Forest,5,123,Acinetobacter,0.0036840957806159153
Random Forest,5,123,Mogibacterium,0.003557919497609836
Random Forest,5,123,Abiotrophia,0.015964679688432543
Random Forest,5,123,Murdochiella,5.996776149678592e-05
Random Forest,5,123,Bifidobacterium,0.017965674131502008
Random Forest,5,123,Neisseria,0.005244158783643873
Random Forest,5,123,Klebsiella,0.04048376282650804
Random Forest,5,123,Helicobacter,0.00016072485002086901
Random Forest,5,123,Cutibacterium,0.001953647245029157
Random Forest,5,123,Solobacterium,0.005541505159487283
Random Forest,5,123,Gemella,0.07847577864592589
Random Forest,5,123,Peptostreptococcus,0.011378033164556763
Random Forest,5,123,Amniculibacterium,0.015513534072298378
Random Forest,5,123,Lautropia,0.0014399021261123541
Random Forest,5,123,Schaalia,0.010027945865945036
Random Forest,5,123,Aminipila,6.653749724531573e-05
Random Forest,5,123,Clostridium_sensu_stricto,0.00382029241321406
Random Forest,5,123,Prevotellamassilia,0.000279346432350901
Random Forest,5,123,Deinococcus,0.016770501194169663
Random Forest,5,123,Filifactor,0.0003919861783778267
Random Forest,5,123,Johnsonella,0.001015069482478826
Random Forest,5,123,Moraxella,0.0003102087092627086
Random Forest,5,123,Fretibacterium,0.0039006419422809822
Random Forest,5,123,Brachybacterium,0.00015892491976878505
Random Forest,5,123,Pseudomonas,0.030554468721874894
Random Forest,5,123,Rothia,0.00562050656911755
Random Forest,5,123,Blautia,0.0002967728170161802
Random Forest,5,123,Eubacterium,0.003188555976087818
Random Forest,5,123,Sphingobium,0.00018023993190888964
Random Forest,5,123,Corynebacterium,0.002811976848464945
Random Forest,5,123,Kingella,0.0013359112211449938
Random Forest,5,123,Micrococcus,0.011529549613363136
Random Forest,5,123,Enterocloster,0.004548247138891605
Random Forest,5,123,Megasphaera,0.0045326046948759285
Random Forest,5,123,Methylobacterium,0.0006886364060514457
Random Forest,5,123,Bradyrhizobium,0.0002681557876773832
Random Forest,5,123,Sphingomonas,0.0011586335501916772
Random Forest,5,123,Brevundimonas,0.00011852108932286109
Random Forest,5,123,Microbacterium,0.0001071934403679323
Random Forest,5,123,Catonella,0.004302645550526979
Random Forest,5,123,Thermus,0.0008845224544163455
Random Forest,5,123,Alloscardovia,0.0001854019544662234
Random Forest,5,123,Agathobacter,0.0014836395600627003
Random Forest,5,123,Streptococcus,0.032677677129131416
Random Forest,5,123,Faecalibacterium,0.015986231097044924
Random Forest,5,123,Curtobacterium,0.00025185085381303066
Random Forest,5,123,Coprococcus,3.52718777019234e-05
Random Forest,5,123,Allisonella,2.954463680151542e-05
Random Forest,5,123,Actinomyces,0.010077246455074814
Random Forest,5,123,Eikenella,0.0004104642865618773
Random Forest,5,123,Arachnia,0.00086494700288671
Random Forest,5,123,Lachnoanaerobaculum,0.0061155834796975195
Random Forest,5,123,Mesorhizobium,7.411263656816393e-05
Random Forest,5,123,Tannerella,0.01304204375130192
Random Forest,5,123,Herbiconiux,7.89880573572664e-05
Random Forest,5,123,Lancefieldella,0.010467112559384536
Random Forest,5,123,Butyrivibrio,0.000748270390912211
Random Forest,5,123,Streptobacillus,0.0018452945407755007
Random Forest,5,123,Oribacterium,0.013520637585683122
Random Forest,5,123,Luteovulum,0.0005158589203551221
Random Forest,5,123,Staphylococcus,0.04405921362852792
Random Forest,5,123,Gardnerella,0.0007964992371704545
Random Forest,5,123,Wolinella,0.0
Random Forest,5,123,Centipeda,0.006633676329167962
Random Forest,5,123,Cardiobacterium,0.0004473497506491653
Random Forest,5,123,Fenollaria,0.0
Random Forest,5,123,Porphyromonas,0.003331250888749935
Random Forest,5,123,Metamycoplasma,0.006719596290377194
Random Forest,5,123,Stenotrophomonas,0.004426961263660595
Random Forest,5,123,Slackia,0.00021970463240830607
Random Forest,5,123,Pseudonocardia,4.357776652105853e-05
Random Forest,5,123,Massiliprevotella,0.0003267843375237628
Random Forest,5,123,Campylobacter,0.003726014992032119
Random Forest,5,123,Azorhizophilus,0.0014725635763998518
Random Forest,5,123,Peptococcus,0.0068374520085734206
Random Forest,5,123,Kocuria,0.003998619906030695
Random Forest,5,123,Shuttleworthia,0.039904089960403344
Random Forest,5,123,Agrobacterium,0.0007352303210996688
Random Forest,5,123,Nitrolancea,5.850780906601437e-05
Random Forest,5,123,Verticiella,0.009855074375600658
Random Forest,5,123,Finegoldia,0.0004849148651395563
Random Forest,5,123,Cellulosilyticum,0.0
Random Forest,5,123,Paracoccus,0.00024394985249084677
Random Forest,5,123,Atopobium,4.893259966252128e-05
Random Forest,5,123,Ezakiella,0.14417416709764952
Random Forest,5,123,Mycobacterium,0.000593351348580393
Random Forest,5,123,Conservatibacter,0.0035640945869326477
Random Forest,5,123,Brevibacterium,0.00022653177811019325
Random Forest,5,123,Aggregatibacter,0.0008621382480485071
Random Forest,5,123,Gordonia,0.0
Random Forest,5,123,Rhodococcus,0.00011495374459505676
Random Forest,5,123,Fusobacterium,0.007977660738607993
Random Forest,5,123,Anaerococcus,0.00042885239712849504
Random Forest,5,123,Marmoricola,4.6808146191014016e-05
Random Forest,5,123,Basfia,0.0
Random Forest,5,123,Peptoniphilus,0.0009567763202525483
Random Forest,5,123,Cellulomonas,0.07217756592970896
Random Forest,5,123,Scardovia,0.012605875755137474
Random Forest,5,123,Stenotrophobacter,8.198530566903802e-05
Random Forest,5,123,Prevotella,0.048471473526657295
Random Forest,5,123,Leptotrichia,0.015756143125757887
Random Forest,5,123,Bergeriella,0.00010805328565295432
Random Forest,5,123,Aureimonas,0.00021223496410358307
Random Forest,5,123,Marseilla,3.581232618463011e-07
Random Forest,5,123,Fimbriiglobus,0.00021187812143598088
Random Forest,5,123,Roseomonas,0.0
Random Forest,5,123,Aliarcobacter,2.3345875964258924e-05
Random Forest,5,123,Craurococcus,4.027603171663042e-05
Random Forest,5,123,Capnocytophaga,0.00673520432169036
Random Forest,5,123,Anaerosinus,2.741464142755325e-07
Random Forest,5,123,Parvimonas,0.011974495102596667
Random Forest,5,123,Howardella,0.00404268972040289
Random Forest,5,123,Fudania,0.0007266755382155472
Random Forest,5,123,Peptoanaerobacter,0.00045772043567570493
Random Forest,5,123,Rhizobium,0.000314765128324148
Random Forest,5,123,Mannheimia,0.00010070913101500664
Random Forest,5,123,Cryptobacterium,0.0007894810914640864
Random Forest,5,123,Dolosigranulum,0.0018518633761915074
Random Forest,5,123,Pseudescherichia,0.0
Random Forest,6,527,mediumBAL,0.0
Random Forest,6,527,mediumNPS,0.0
Random Forest,6,527,mediumSputum,0.00012934801725014033
Random Forest,6,527,mediumTS,0.00018481905992590665
Random Forest,6,527,adult_pediatric,2.300938508510279e-06
Random Forest,6,527,continent,3.00871006161183e-05
Random Forest,6,527,sex,0.001775253561316163
Random Forest,6,527,Veillonella,0.009518029945415717
Random Forest,6,527,Alloprevotella,0.0017267201716586183
Random Forest,6,527,Dietzia,0.006283304216316655
Random Forest,6,527,Varibaculum,0.0012270975982378906
Random Forest,6,527,Fannyhessea,0.0006128297103462349
Random Forest,6,527,Selenomonas,0.006874194649248007
Random Forest,6,527,Granulicatella,0.008398918901711844
Random Forest,6,527,Lawsonella,0.010001977732790561
Random Forest,6,527,Olsenella,0.0002886435158909004
Random Forest,6,527,Stomatobaculum,0.013791658345665892
Random Forest,6,527,Janibacter,0.02207537343851657
Random Forest,6,527,Haemophilus,0.006569894794319032
Random Forest,6,527,Actinobacillus,0.0007941398321119511
Random Forest,6,527,Acinetobacter,0.0009365502612478312
Random Forest,6,527,Mogibacterium,0.0033053405175985074
Random Forest,6,527,Abiotrophia,0.0049852721133449365
Random Forest,6,527,Murdochiella,0.014344891614558725
Random Forest,6,527,Bifidobacterium,0.0032690008630982823
Random Forest,6,527,Neisseria,0.00559305880984519
Random Forest,6,527,Klebsiella,0.01142540507081362
Random Forest,6,527,Helicobacter,3.915600127075692e-05
Random Forest,6,527,Cutibacterium,0.0011416448889123834
Random Forest,6,527,Solobacterium,0.005890073857850461
Random Forest,6,527,Gemella,0.00491644619590364
Random Forest,6,527,Peptostreptococcus,0.02233299565681205
Random Forest,6,527,Amniculibacterium,0.0014453817366819528
Random Forest,6,527,Lautropia,0.0026923876690277395
Random Forest,6,527,Schaalia,0.01722872791437592
Random Forest,6,527,Aminipila,0.020071818649703206
Random Forest,6,527,Clostridium_sensu_stricto,0.022493193974900988
Random Forest,6,527,Prevotellamassilia,5.8760808585326584e-05
Random Forest,6,527,Deinococcus,0.002547759609842014
Random Forest,6,527,Filifactor,0.00045401353914315576
Random Forest,6,527,Johnsonella,3.6663830530254126e-05
Random Forest,6,527,Moraxella,0.009359479467450154
Random Forest,6,527,Fretibacterium,0.0010096447308961453
Random Forest,6,527,Brachybacterium,2.24291462950947e-05
Random Forest,6,527,Pseudomonas,0.0705463135722046
Random Forest,6,527,Rothia,0.0075936535027175504
Random Forest,6,527,Blautia,0.0022671568912602715
Random Forest,6,527,Eubacterium,0.0010467366560157547
Random Forest,6,527,Sphingobium,0.00013390594515787595
Random Forest,6,527,Corynebacterium,0.003972446074430991
Random Forest,6,527,Kingella,0.0018950333260240363
Random Forest,6,527,Micrococcus,0.0
Random Forest,6,527,Enterocloster,0.002170911236784386
Random Forest,6,527,Megasphaera,0.004194465941559051
Random Forest,6,527,Methylobacterium,0.01551743857599735
Random Forest,6,527,Bradyrhizobium,0.0001824919896450757
Random Forest,6,527,Sphingomonas,0.00216910212918919
Random Forest,6,527,Brevundimonas,0.00023266880083652405
Random Forest,6,527,Microbacterium,0.005499365084254404
Random Forest,6,527,Catonella,0.003929436406565015
Random Forest,6,527,Thermus,0.0016447120735842758
Random Forest,6,527,Alloscardovia,0.0002058537844413751
Random Forest,6,527,Agathobacter,0.004166450679784725
Random Forest,6,527,Streptococcus,0.011660564368650653
Random Forest,6,527,Faecalibacterium,0.003927339322420782
Random Forest,6,527,Curtobacterium,0.00016827209012122528
Random Forest,6,527,Coprococcus,0.0
Random Forest,6,527,Allisonella,0.0
Random Forest,6,527,Actinomyces,0.008564746539493712
Random Forest,6,527,Eikenella,0.001065893515622346
Random Forest,6,527,Arachnia,0.0008790066209058902
Random Forest,6,527,Lachnoanaerobaculum,0.009003707269108518
Random Forest,6,527,Mesorhizobium,0.0013506874858012182
Random Forest,6,527,Tannerella,0.0030066136463428954
Random Forest,6,527,Herbiconiux,0.012875845216561526
Random Forest,6,527,Lancefieldella,0.012680686074627563
Random Forest,6,527,Butyrivibrio,0.0003015152759942689
Random Forest,6,527,Streptobacillus,0.000433366124242238
Random Forest,6,527,Oribacterium,0.005971858367890341
Random Forest,6,527,Luteovulum,3.3780453769266396e-05
Random Forest,6,527,Staphylococcus,0.02298927194114168
Random Forest,6,527,Gardnerella,0.0014042059326529973
Random Forest,6,527,Wolinella,0.0
Random Forest,6,527,Centipeda,0.0011776802113286145
Random Forest,6,527,Cardiobacterium,0.00023423379386447812
Random Forest,6,527,Fenollaria,0.0
Random Forest,6,527,Porphyromonas,0.004427072187431783
Random Forest,6,527,Metamycoplasma,0.003854405118400873
Random Forest,6,527,Stenotrophomonas,0.029120367187685032
Random Forest,6,527,Slackia,0.00023578427314135454
Random Forest,6,527,Pseudonocardia,3.330486619464758e-05
Random Forest,6,527,Massiliprevotella,0.0004903760440543385
Random Forest,6,527,Campylobacter,0.006677324715137614
Random Forest,6,527,Azorhizophilus,4.780481521560751e-05
Random Forest,6,527,Peptococcus,0.001072229595828681
Random Forest,6,527,Kocuria,0.09718238297758805
Random Forest,6,527,Shuttleworthia,0.023448975008213
Random Forest,6,527,Agrobacterium,0.008234529437717259
Random Forest,6,527,Nitrolancea,0.00012798400210894796
Random Forest,6,527,Verticiella,0.0010176277351914465
Random Forest,6,527,Finegoldia,0.008206993532162747
Random Forest,6,527,Cellulosilyticum,0.0
Random Forest,6,527,Paracoccus,0.020033152425905074
Random Forest,6,527,Atopobium,0.0
Random Forest,6,527,Ezakiella,0.023634746039004024
Random Forest,6,527,Mycobacterium,0.027391214483343543
Random Forest,6,527,Conservatibacter,0.0006902845700779942
Random Forest,6,527,Brevibacterium,0.004017453329722002
Random Forest,6,527,Aggregatibacter,0.0010366334707277412
Random Forest,6,527,Gordonia,0.0
Random Forest,6,527,Rhodococcus,0.00345008963564356
Random Forest,6,527,Fusobacterium,0.022042673232374677
Random Forest,6,527,Anaerococcus,0.057857789756159204
Random Forest,6,527,Marmoricola,6.440582106612066e-05
Random Forest,6,527,Basfia,0.0
Random Forest,6,527,Peptoniphilus,0.001103718019892453
Random Forest,6,527,Cellulomonas,0.0007240628575660757
Random Forest,6,527,Scardovia,0.00662997251025551
Random Forest,6,527,Stenotrophobacter,0.0027202270289547236
Random Forest,6,527,Prevotella,0.012419213369317481
Random Forest,6,527,Leptotrichia,0.01477269936167585
Random Forest,6,527,Bergeriella,0.0
Random Forest,6,527,Aureimonas,0.08716655679510779
Random Forest,6,527,Marseilla,0.0
Random Forest,6,527,Fimbriiglobus,0.014101233422699247
Random Forest,6,527,Roseomonas,0.014211826424900794
Random Forest,6,527,Aliarcobacter,0.0
Random Forest,6,527,Craurococcus,0.011855147589185603
Random Forest,6,527,Capnocytophaga,0.004524938985236073
Random Forest,6,527,Anaerosinus,0.0
Random Forest,6,527,Parvimonas,0.00920126222809545
Random Forest,6,527,Howardella,0.0004045854678297449
Random Forest,6,527,Fudania,0.0006778843568483912
Random Forest,6,527,Peptoanaerobacter,0.00011104675024601333
Random Forest,6,527,Rhizobium,6.245259070839926e-05
Random Forest,6,527,Mannheimia,0.0
Random Forest,6,527,Cryptobacterium,8.117466991194453e-05
Random Forest,6,527,Dolosigranulum,0.003854287931945457
Random Forest,6,527,Pseudescherichia,0.0
Random Forest,7,50,mediumBAL,0.0
Random Forest,7,50,mediumNPS,0.0
Random Forest,7,50,mediumSputum,0.00015134859557633566
Random Forest,7,50,mediumTS,0.00044988346304855543
Random Forest,7,50,adult_pediatric,7.266308925063373e-06
Random Forest,7,50,continent,4.134471409159064e-05
Random Forest,7,50,sex,0.0028564070707331433
Random Forest,7,50,Veillonella,0.016296078744325787
Random Forest,7,50,Alloprevotella,0.0021064423898033624
Random Forest,7,50,Dietzia,0.09176110064425827
Random Forest,7,50,Varibaculum,0.0
Random Forest,7,50,Fannyhessea,0.000456187468635321
Random Forest,7,50,Selenomonas,0.005920356560164003
Random Forest,7,50,Granulicatella,0.01112153839503071
Random Forest,7,50,Lawsonella,0.0004109514687320634
Random Forest,7,50,Olsenella,0.0003321052804532916
Random Forest,7,50,Stomatobaculum,0.008735113176182988
Random Forest,7,50,Janibacter,0.0020418048500568057
Random Forest,7,50,Haemophilus,0.008733885268042172
Random Forest,7,50,Actinobacillus,0.001025638329774756
Random Forest,7,50,Acinetobacter,0.001640583954922338
Random Forest,7,50,Mogibacterium,0.0038524251513606883
Random Forest,7,50,Abiotrophia,0.012057951323343948
Random Forest,7,50,Murdochiella,0.0
Random Forest,7,50,Bifidobacterium,0.014628550424303081
Random Forest,7,50,Neisseria,0.008220807207747222
Random Forest,7,50,Klebsiella,0.001008272093803175
Random Forest,7,50,Helicobacter,0.00013791087215600715
